QuestionPairID,question1,question2
309,ما طريقة تحضير  الباستا بالمشروم ؟,من طرق تحضير الدجاج المحشي؟
310,ما كيفية تحضير حلو السجادة ؟,من انواع السجاد؟
311,من هو عنترة بن شداد؟,من هو عنترة بن شداد؟
312,ما هي تضاريس روسيا في القسم الغربي؟,أين يقع متحف الأرميتاج؟
313,كيف احضر التمر بالمكسرات؟,من طرق تحضير كيكة التمر  ؟
314,ما طريقة تحضير الشكشوكة بالجبن  ؟,من طرق تحضير  الشكشوكة   ؟
315,بماذا يساهم الجهاز القضائي في الأردن؟,ما النظام الحاكم في الأردن؟
316,ما طريقة تحضير حلى قهوة بالتمر؟,من طرق تحضير القهوة؟
317,متى اكتُشِفت جزيرة تسمانيا؟,في أي عام تك اكتشاف جزيرة تسمانيا؟
318,أين تقع جزر المالديف؟,ما عاصمة المالديف؟
319,ما هي أفضل الوصفات الطبيعية لتنقية البشرة؟,هل فعلاً يوجد وصفات تنقي البشرة؟
320,كم هو متوسط درجات الحرارة العام السنوي في الأردن؟,ما هي أخفض بقعة في العالم؟
321,ماذا يحد الأردن من الشرق؟,ما الدولة التي تحد الأردن من الشمال؟
322,ما أهمية موقع البتراء الإستراتيجي قديماً؟,من هم مشيدوا مدينة البتراء؟
323,من صاحب  قصيدة يا سليمى يا سليمى؟,ما هي   قصيدة يا سليمى يا سليمى؟
324,ما هو مطلع معلقة عنترة بن شدّاد؟,ما هو مطلع معلقة عنترة بن شدّاد؟
325,ما عدد سكان نيوزلندا؟,كم تبلغ نسبة الأوروبيين في نيوزلندا؟
326,ما عاصمة بوتسونا؟,ما عاصمة جزر ماديرا؟
327,هل هناك عوامل تؤثر على التفويض ؟,ما هو التفويض ؟
328,كيف احضر الكشك؟,من طرق تحضير شوربة الكشك؟
329,كم يبلغ عدد سكان جزر القمر؟,إلى كم يصل عدد سكان جزر القمر؟
330,من طرق تحضير لفائف الباذنجان بالجبن والأعشاب؟,من طرق تحضير لفائف  بالجبن ؟
331,ما اهداف الخطاب الإشهاري؟,ما هو  الخطاب الإشهاري؟
332,ما هي المساحة الجغرافية لمولدافيا؟,كم تصل المساحة الجغرافية لمالطا؟
333,ما تعريف التخطيط ؟,من سلبيات التخطيط ؟
334,ما هو علاج تكيس المبايض؟,ما هو علاج تليف المبيض؟
335,ما مخاطر الابتعاد عن القراءة؟,من مشاكل الابتعاد عن القراءة ؟
336,كم يبلغ ارتفاع جبل طوبقان؟,ما هي أشهر السلاسل الجبلية الموجودة في المغرب العربي؟
337,من يحكم جمهورية الصين؟,ما هي مساحة الصين الإجمالية؟
338,كيف احضر مكعبات البطاطا الحلوة؟,من طرق تحضير مكعبات البطاطا الحلوة؟
339,من هي خديجة بنت خويلد؟,من هي أول زوجة للنبي؟
340,من أين تأتي فائدة لبن الزبادي؟,ما هي فوائد الزبادي للشعر؟
341,كيف احضر كيكة الكوكيز؟,من طرق تحضير  الكوكيز؟
342,كم تبلغ مساحة جزيرة القمر الكبرى؟,ما سبب أهمية جزيرة القمر الكبرى؟
343,ما اسم عاصمة نوفا سكوشا؟,ما اسم عاصمة أونتاريو؟
344,مكم مقاطعة يوجد في آيسلندا؟,ما هي مساحة آيسلندا؟
345,ما كيفية خلط الطين لصناعة الفخار ؟,ماذا نقصد بالفخار ؟
346,ماذا يوجد في القسم الغربي لروسيا؟,ماذا يشكل القسم الغربي لروسيا؟
347,ما هي المساحة الإجمالية لقارة أستراليا؟,أين تقع قارة أوروبا؟
348,ما نسبة المسلمون في الجمهورية الجزائرية؟,متى انتشر الإسلام في الجزائر؟
349,كيف احضر الدجاج مع الأناناس؟,من طرق تحضير الدجاج مع الأناناس؟
350,ما هو الجهاد؟,ما معنى الجهاد؟
351,ماذا نقصد بادارة المبيعات ؟,ما هي ادارة المبيعات ؟
352,ماذا يحد البرتغال من الجهة الشمالية والشرقية؟,ماذا يحد البرتغال من الجهة الغربية والجنوبية؟
353,كيف احضر محشي الجزر الأحمر بالشمندر؟,من طرق تحضير محشي الجزر الأحمر بالشمندر؟
354,ما هي نسبة الأمطار المتساقطة على ليبيا سنوياً؟,ما مناخ ليبيا العام؟
355,ما هو أول فيلم اطلته والت ديزني؟,أين تقع والت ديزني؟
356,من مكونات بطالة الفيزا ؟,من ماذا تتكون بطاقة الفيزا ؟
357,من طرق تحضير شوربة لسان العصفور؟,من طرق تحضير لسان العصفور؟
358,من طرق حساب فائدة البنك البسيطة؟,ما هي الفوائد ؟
359,هل هناك طريقة لحساب فائدة البنك المركبة؟,ما هي الفوائد ؟
360,ما طريقة تحضير المصابيب ؟,من طرق تحضير المصابيب دون بيض؟
361,ما هي الأهمية التاريخية لسور الصين العظيم؟,من هو الشخص الذي قام ببناء سور الصين العظيم؟
362,كيف يمكن استرجاع نظام تشغيل جهاز الأندرويد؟,ما هي مميزات نظام الأندرويد؟
363,أين تقع النمسا في قارة أوروبا؟,ما هو موقع النمسا في قارة أوروبا؟
364,كيف احضر حلوى اللؤلؤ؟,من طرق تحضير  اللؤلؤ ؟
365,كيف نتخلص من الرشح بسرعة؟,هل نستطيع التخلص من الرشح بيوم ؟
366,من اقسام القروض ؟,من شروط القروض ؟
367,متى ضُمت قناة السويس بشكلٍ كامل لمصر؟,متى ضم نهر النيل لمصر؟
368,ما أهمية سور الصين العظيم التاريخية؟,من هو الشخص الذي قام ببناء سور الصين العظيم؟
369,متى أعلت أمريكا عن مواجهتها للقوات البريطانية؟,في أي سنة قررت أمريكا مواجهة القوات البريطانية؟
370,متى لا أضع الفازلين على بشرتي؟,هل يستخدم الفازلين في علاج الفطريات؟
371,ما هي اهداف شركة جوجل ؟,هل هناك اهداف لشركة جوجل ؟
372,من هم مكتشفو قارة أوروبا؟,من هي ثالث أكبر القارات مساحةً؟
373,ما هي أكبر جزيرة في قارة أفريقيا؟,ما هي اللغة الأكثر شيوعاً في قارة أوروبا؟
374,ما كيفية صنع ليالي لبنان بالكراميل؟,ما طريقة تحضير ليالي لبنان ؟
375,ما عاصمة لاتفيا؟,ما اسم عاصمة إيرلندا؟
376,ما هي المواد المفيدة الموجودة في البقدونس؟,ما المادة الأكثر تركيزاً في البقدونس؟
377,من وسائل الاشهار ؟,ماذا نقصد بالاشهار ؟
378,ما هو الميناء البحري الأكبر في جنوب شرق قارة آسيا؟,ما هو أكبر مينار بحري في المنطقة الجنوبية الشرقية لقارة آسيا؟
379,ما فائدة الجدوى العملية ؟,ما هي دراسة الجدوى ؟
380,ما نظام الحكم في المملكة الاردنية الهاشمية؟,ما هو نظام الحكم في الأردن؟
381,ما هو ملخص التحليل المالي ؟,ماذا نقصد بالتحليل المالي ؟
382,أين يقع الكولوسيوم تحديداً في ألمانيا؟,ما البلد التي يقع فيها الكولوسيوم؟
383,ما فائدة اللبن للبشرة؟,هل يفيد اللبن بشرتي؟
384,ما هي مميزات التجارة بالاسهم ؟,ما هو تعريف الاسهم؟
385,من طرق تحضير سلطة الكينوا والكوسا؟,من طرق تحضير سلطة الكوسا؟
386,ما هو العجز؟,من انواع العجز؟
387,كيف أتخلص من نحافة وجهي؟,ما هي طرق تنحيف الخدين؟
388,كيف يعمل العسل على تفتيح البشرة؟,لماذا يُفتّح العسل البشرة؟
389,ما هو الفيس بوك؟,من اخترع الفيس بوك؟
390,متى ولد توفيق الحكيم؟,أين ولد توفيق الحكيم؟
391,ما طريقة تحضير صلصة البيتزا ؟,من طرق تحضير  البيتزا؟
392,ما هي أجزاء الـ URL؟,ما المقصود بالـ URL؟
393,ما هو الخشاف ؟,ماذا نفصد بالخشاف ؟
394,ما طريقة تحضير كب كيك الجزر والقرفة دايت ؟,من طرق تحضير كب كيك الجزر والقرفة  ؟
395,ما هي استخدامات الفازلين ؟,من الاستخدامات الغير تقليدية للفازلين ؟
396,كيف احضر كيك الشوكولاتة بدون بيض ؟,من طرق تحضير كيك الشوكولاتة ؟
397,ما اسم الجامعة الموجودة في جزيرة فيجي؟,ما الجامعة الواقعة في جزيرة فيجي؟
398,ما طريقة تحضير عصير الشمندر؟,من طرق تحضير عصير الشمندر؟
399,ما هو مفهوم التفويض؟,ما هي شروط التفويض ؟
400,متى انتهج النظام الاقتصادي الإشتراكي في مدغشقر؟,متى نهجت مدغشقر في اتباع النظام الاقتصادي الإشتراكي؟
401,ما هو نظام الأندرويد؟,ما هي أجهزة الاندرويد؟
402,متى ابتدأ تصنيع أجهزة التحكم عن بعد؟,من هو مخترع جهاز التحكم عن بعد؟
403,ما الذي يغطي نصف المساحة الجغرافيّة الروسيّة؟,ماذا يقع في القسم الجنوبي لأكبر دولة في العالم من حيث المساحة؟
404,ما هو نوع النظام الحاكم في بلجيكيا؟,ما هي لغة بلجيكيا الرسمية؟
